Customer ID,Time with Company (in Months),Contract Type,Internet Service Provider,Total Charges,Predicted Churn,Risk Level,Predicted Probability
1926-QUZNN,72,Two year,No,1841.2,No,1_Low,0.0016985589157202296
7579-OOPEC,2,Month-to-month,DSL,115.1,Yes,2_Medium,0.5752170348410025
2928-HLDBA,6,Month-to-month,No,112.75,No,1_Low,0.3299693423822735
9667-EQRXU,30,Month-to-month,DSL,1172.95,Yes,2_Medium,0.5868866445319728
2586-CWXVV,54,Month-to-month,DSL,1621.35,No,1_Low,0.09200075450720398
6712-OAWRH,26,Month-to-month,Fiber optic,2351.8,Yes,3_High,0.8679684915279107
2676-ISHSF,1,Month-to-month,No,20.3,Yes,2_Medium,0.41666347509104174
8648-PFRMP,14,Month-to-month,DSL,672.7,Yes,3_High,0.8420649907512545
4123-DVHPH,9,Month-to-month,Fiber optic,801.3,Yes,3_High,0.8114230647505261
2226-ICFDO,72,Two year,DSL,6110.75,No,1_Low,0.030568344731637213
0956-ACVZC,54,One year,Fiber optic,5060.9,Yes,2_Medium,0.47557473363279734
4115-NZRKS,7,Month-to-month,Fiber optic,574.35,Yes,3_High,0.9084052378193818
2037-XJFUP,33,One year,Fiber optic,3036.75,Yes,2_Medium,0.6673032156189743
4088-YLDSU,55,One year,Fiber optic,5743.05,Yes,2_Medium,0.5512994798498344
6821-BUXUX,13,Month-to-month,Fiber optic,1244.5,Yes,3_High,0.7835736604018977
2868-LLSKM,68,One year,Fiber optic,5733.4,No,1_Low,0.14316237976145801
3763-GCZHZ,66,One year,Fiber optic,6890.0,Yes,2_Medium,0.46104351728076676
4484-CGXFK,3,Month-to-month,DSL,196.15,Yes,3_High,0.7862806497013815
6901-GOGZG,60,Two year,DSL,4984.85,No,1_Low,0.06306778664663654
2167-FQSTQ,72,Two year,DSL,6786.1,No,1_Low,0.04320240192893428
3137-NYQQI,17,One year,DSL,1175.6,No,1_Low,0.187758782878584
8755-IWJHN,69,Month-to-month,Fiber optic,6382.0,Yes,2_Medium,0.4461428626467329
9115-YQHGA,40,Month-to-month,DSL,2092.9,No,1_Low,0.22376284412620043
4767-HZZHQ,30,Month-to-month,Fiber optic,2570.2,Yes,2_Medium,0.48451100647938383
4822-YCXMX,25,Month-to-month,Fiber optic,2043.45,Yes,3_High,0.8286580803967293
3518-PZXZQ,1,Month-to-month,DSL,55.3,Yes,3_High,0.7372142736946865
0052-YNYOT,67,One year,No,1343.4,No,1_Low,0.005407872824270708
5902-WBLSE,70,Two year,No,1411.2,No,1_Low,0.0014662375491634144
5949-HGVJL,26,Month-to-month,DSL,1959.5,Yes,2_Medium,0.4174038712572921
3703-TTEPD,21,Month-to-month,DSL,1424.4,No,1_Low,0.3290846366338601
5966-EMAZU,64,One year,Fiber optic,6880.85,No,1_Low,0.3208267815653957
3705-PSNGL,45,One year,No,930.45,No,1_Low,0.03328926327521537
9650-VBUOG,38,Two year,No,963.95,No,1_Low,0.015436720938609821
1360-JYXKQ,54,One year,Fiber optic,5437.1,Yes,2_Medium,0.5066023279359139
0516-UXRMT,62,One year,Fiber optic,5755.8,No,1_Low,0.2861967384602293
5825-XJOCM,48,One year,DSL,3035.35,No,1_Low,0.0731602676169897
7665-NKLAV,36,Two year,DSL,1547.35,No,1_Low,0.024433595566223022
8958-JPTRR,56,One year,No,1261.7,No,1_Low,0.014424547923827916
4223-WOZCM,2,Month-to-month,DSL,107.1,Yes,2_Medium,0.6420459184785501
4495-LHSSK,18,Month-to-month,DSL,992.7,Yes,2_Medium,0.4122929571104905
8124-NZVGJ,6,One year,DSL,255.6,Yes,2_Medium,0.5660482643327849
6502-HCJTI,7,Month-to-month,Fiber optic,673.1,Yes,3_High,0.7298345746273089
0956-SYCWG,13,One year,No,244.8,No,1_Low,0.1926292301597898
2819-GWENI,28,One year,No,543.0,No,1_Low,0.05486082426927299
0480-BIXDE,19,Month-to-month,Fiber optic,1743.05,Yes,3_High,0.8353909883089892
0689-DSXGL,52,Month-to-month,Fiber optic,4433.3,No,1_Low,0.2076784038849333
3990-QYKBE,37,Month-to-month,Fiber optic,3473.4,Yes,3_High,0.858068263354998
0186-CAERR,71,One year,Fiber optic,8309.55,No,1_Low,0.32398127978457125
9184-GALIL,38,Month-to-month,No,781.25,No,1_Low,0.05121469617881053
6408-OTUBZ,66,One year,Fiber optic,6779.05,No,1_Low,0.18890839299831685
9099-FTUHS,23,Month-to-month,DSL,1249.25,Yes,2_Medium,0.4063283705682357
2091-RFFBA,31,Month-to-month,Fiber optic,2217.15,Yes,3_High,0.7738919636070944
7228-PAQPD,14,One year,DSL,772.85,No,1_Low,0.2473558042887503
3638-VBZTA,68,Two year,DSL,5882.75,No,1_Low,0.03185589316792945
3669-OYSJI,1,Month-to-month,DSL,46.2,Yes,2_Medium,0.6564044562404885
5442-BXVND,33,Month-to-month,No,838.5,No,1_Low,0.08864334876579064
8450-UYIBU,35,Month-to-month,DSL,1434.6,Yes,2_Medium,0.5241016134058035
1104-FEJAM,28,Month-to-month,DSL,1802.15,Yes,2_Medium,0.4727838905400548
5685-IIXLY,5,Month-to-month,Fiber optic,404.2,Yes,3_High,0.8296429964950982
4957-SREEC,70,Two year,No,1458.1,No,1_Low,0.0011926476729008494
5222-JCXZT,4,Month-to-month,No,78.9,No,1_Low,0.36198142281786205
3855-ONCAR,4,Month-to-month,Fiber optic,299.75,Yes,3_High,0.8470174686583727
8909-BOLNL,3,One year,No,52.05,No,1_Low,0.25534860966377415
2667-WYLWJ,8,One year,No,145.0,No,1_Low,0.23542951224252776
4712-UYOOI,20,Month-to-month,No,417.65,No,1_Low,0.21911527817767354
7682-AZNDK,34,Month-to-month,Fiber optic,3091.75,Yes,3_High,0.7054134662793811
6204-IEUXJ,3,Month-to-month,Fiber optic,217.55,Yes,2_Medium,0.6082350607226986
5647-URDKA,8,Two year,No,130.25,No,1_Low,0.08123398353285818
8623-TMRBY,51,Month-to-month,Fiber optic,4146.05,Yes,2_Medium,0.5751470629893858
9052-VKDUW,65,Month-to-month,Fiber optic,7227.45,Yes,2_Medium,0.5991988015177301
8111-BKVDS,10,Month-to-month,DSL,449.3,No,1_Low,0.3777605168829891
4376-KFVRS,72,Two year,Fiber optic,8468.2,No,1_Low,0.16265597681628208
2740-JFBOK,10,Month-to-month,No,226.55,Yes,2_Medium,0.47655691440761466
3256-EZDBI,51,Month-to-month,DSL,1459.35,No,1_Low,0.10900559263578459
9779-DPNEJ,22,Month-to-month,Fiber optic,1790.65,Yes,3_High,0.8096833113132447
8434-VGEQQ,61,Two year,No,1305.95,No,1_Low,0.002293452084225367
4083-BFNYK,38,One year,Fiber optic,3591.25,No,1_Low,0.35696277054533077
3570-YUEKJ,42,Month-to-month,DSL,2077.95,No,1_Low,0.22693951431336984
8454-AATJP,72,Two year,Fiber optic,8405.0,No,1_Low,0.121852775182446
1755-RMCXH,2,Month-to-month,No,40.25,Yes,2_Medium,0.406757099125206
4774-HHGGS,30,Two year,No,637.55,No,1_Low,0.016985726456826906
1730-ZMAME,32,Month-to-month,Fiber optic,2665.0,Yes,3_High,0.7896868276025685
2027-OAQQC,43,Month-to-month,DSL,2076.2,No,1_Low,0.32958416328024853
5985-BEHZK,72,One year,Fiber optic,7578.05,Yes,2_Medium,0.43369099630487534
6173-ITPWD,47,Month-to-month,Fiber optic,4065.0,Yes,2_Medium,0.45141676338065984
4462-CYWMH,62,Month-to-month,Fiber optic,5629.55,Yes,2_Medium,0.5155797230523933
4718-DHSMV,11,Month-to-month,DSL,363.15,Yes,3_High,0.7377916475175584
1038-ZAGBI,12,One year,No,229.6,No,1_Low,0.14257326510402443
2452-MRMZF,72,Two year,No,1937.4,No,1_Low,0.0023619348444411307
4468-KAZHE,20,Month-to-month,DSL,1259.35,Yes,2_Medium,0.5732325323548952
6728-WYQBC,1,Month-to-month,No,20.95,Yes,2_Medium,0.40007250235100567
5649-VUKMC,12,One year,Fiber optic,1115.15,Yes,2_Medium,0.6512574166456906
4989-LIXVT,68,Month-to-month,Fiber optic,6503.2,Yes,2_Medium,0.6237901337039529
8198-RKSZG,14,Month-to-month,DSL,1137.05,Yes,2_Medium,0.4671728452143939
6437-UDQJM,72,Two year,DSL,6129.65,No,1_Low,0.040501503213663165
3002-WQZWT,29,Month-to-month,Fiber optic,1993.25,Yes,3_High,0.7450794930726686
7519-JTWQH,69,Two year,Fiber optic,7455.45,No,1_Low,0.16703076469890174
8292-TYSPY,19,Month-to-month,DSL,1046.5,No,1_Low,0.31919741661030143
8168-UQWWF,11,Month-to-month,Fiber optic,1105.4,Yes,3_High,0.8424701596258132
9732-EQMWY,49,Month-to-month,Fiber optic,5025.0,Yes,2_Medium,0.6396042967864084
3645-DEYGF,1,Month-to-month,No,20.75,Yes,2_Medium,0.44679014987758875
9761-XUJWD,5,Month-to-month,DSL,339.9,Yes,2_Medium,0.4534882509278463
5143-WMWOG,1,Month-to-month,No,19.95,Yes,2_Medium,0.5116715262450451
7787-BNTZM,6,Month-to-month,No,130.5,No,1_Low,0.3181120820341443
5696-JVVQY,48,Two year,DSL,3238.4,No,1_Low,0.028020668083740746
2402-TAIRZ,37,One year,Fiber optic,3019.1,No,1_Low,0.36178507290550965
8232-UTFOZ,69,Two year,No,1399.35,No,1_Low,0.0012051260454153119
4003-OCTMP,31,One year,DSL,1910.75,No,1_Low,0.14459099256054517
0486-HECZI,55,Month-to-month,Fiber optic,5238.9,Yes,2_Medium,0.5720718773747314
6480-YAGIY,45,One year,Fiber optic,5031.85,No,1_Low,0.25412733407050747
1697-NVVGY,19,Month-to-month,DSL,1286.05,No,1_Low,0.3723451761228273
6402-SSEJG,25,One year,DSL,1540.2,No,1_Low,0.3037563221192638
9386-LDCZR,43,One year,Fiber optic,3882.3,No,1_Low,0.14705486631840187
5196-SGOAK,1,Month-to-month,Fiber optic,75.7,Yes,3_High,0.8313205822530725
5922-ABDVO,19,Month-to-month,Fiber optic,1761.05,Yes,3_High,0.721269768420863
5701-GUXDC,26,One year,DSL,978.6,No,1_Low,0.14971043757073588
8559-CIZFV,21,One year,DSL,1625.0,No,1_Low,0.16768790061189245
4686-GEFRM,70,Two year,Fiber optic,6858.9,No,1_Low,0.08296950543317543
8347-GDTMP,64,Two year,No,1225.65,No,1_Low,0.001458744470583305
6872-HXFNF,64,One year,DSL,3756.45,No,1_Low,0.02654931879940971
6131-JLWZM,13,Month-to-month,No,275.4,No,1_Low,0.28235900215950477
2498-XLDZR,32,Two year,DSL,2316.85,No,1_Low,0.02435823063684993
8480-PPONV,62,Two year,Fiber optic,7159.05,No,1_Low,0.12303833477622046
1977-STDKI,1,Month-to-month,Fiber optic,73.0,Yes,3_High,0.8507736835492399
3192-NQECA,68,Two year,Fiber optic,7611.85,No,1_Low,0.1829645487118495
4933-IKULF,17,One year,No,330.6,No,1_Low,0.13000209945592398
2154-KVJFF,15,Month-to-month,Fiber optic,1111.85,Yes,3_High,0.7877677237688068
2911-WDXMV,18,Month-to-month,Fiber optic,1406.65,Yes,3_High,0.7670185206374501
5876-QMYLD,23,One year,No,415.1,No,1_Low,0.07515915225584938
9606-PBKBQ,32,Month-to-month,Fiber optic,2642.05,Yes,3_High,0.8143475417889458
8788-DOXSU,59,One year,DSL,3645.5,No,1_Low,0.08593601779170437
0898-XCGTF,61,One year,Fiber optic,5673.7,Yes,2_Medium,0.5046711952087503
1568-BEKZM,70,Two year,DSL,6333.4,No,1_Low,0.024164212659966686
5570-PTWEH,3,Month-to-month,Fiber optic,216.75,Yes,3_High,0.8367747317140545
3913-FCUUW,72,Two year,DSL,5165.7,No,1_Low,0.007662214178828724
1871-MOWRM,12,Month-to-month,Fiber optic,866.45,Yes,2_Medium,0.4060546544068833
4765-OXPPD,9,Month-to-month,DSL,663.05,No,1_Low,0.20924695747086264
9073-ZZIAY,62,Two year,DSL,5215.25,No,1_Low,0.025432092285942173
1534-OULXE,61,One year,DSL,2961.4,No,1_Low,0.03084275546674249
2223-GDSHL,71,Two year,Fiber optic,8297.5,No,1_Low,0.1525138481506947
7168-HDQHG,36,Month-to-month,No,702.9,No,1_Low,0.052242595139721196
4163-HFTUK,51,One year,No,1007.8,No,1_Low,0.016354492730025157
7663-RGWBC,1,Month-to-month,DSL,44.15,Yes,3_High,0.7064101550724816
7109-MFBYV,26,Month-to-month,DSL,1233.15,Yes,2_Medium,0.42692365802206883
2706-QZIHY,15,Two year,No,387.9,No,1_Low,0.060484918245064447
1407-DIGZV,3,Two year,No,52.0,No,1_Low,0.11029700506316802
2573-GYRUU,48,Month-to-month,Fiber optic,4370.75,Yes,2_Medium,0.6672896973491369
9938-EKRGF,15,Month-to-month,DSL,1287.85,No,1_Low,0.24638546432263797
2672-HUYVI,6,Month-to-month,Fiber optic,455.3,Yes,3_High,0.8950430896418263
8242-PDSGJ,70,Two year,DSL,2692.75,No,1_Low,0.0035365173319616113
1830-IPXVJ,61,Two year,No,1311.6,No,1_Low,0.002231324533291301
6341-JVQGF,31,One year,DSL,2545.75,No,1_Low,0.17351466472004867
7434-SHXLS,1,Month-to-month,No,20.9,Yes,2_Medium,0.41388556053874404
6967-QIQRV,15,One year,Fiber optic,1667.25,Yes,2_Medium,0.5569542475607085
5759-RCVCB,3,Month-to-month,DSL,108.95,Yes,3_High,0.7805963536584476
5027-YOCXN,51,One year,Fiber optic,5686.4,No,1_Low,0.32320427498197957
3509-GWQGF,24,Month-to-month,Fiber optic,1732.6,Yes,2_Medium,0.6590211886850936
7901-HXJVA,14,Month-to-month,Fiber optic,1117.55,Yes,3_High,0.7565774726222282
5499-ECUTN,47,One year,DSL,3021.45,No,1_Low,0.0987058227510809
0356-ERHVT,11,Month-to-month,DSL,521.9,Yes,2_Medium,0.5526180307560644
9445-SZLCH,36,Month-to-month,Fiber optic,3457.9,Yes,2_Medium,0.6726269489226132
1976-CFOCS,1,Month-to-month,DSL,46.0,Yes,3_High,0.7523156951917015
3795-CAWEX,70,Two year,Fiber optic,8152.3,No,1_Low,0.16238530525866232
3468-DRVQJ,10,One year,DSL,676.15,Yes,2_Medium,0.4125515481185991
7609-YBPXG,54,Two year,DSL,4735.2,No,1_Low,0.04024404985851899
1089-HDMKP,11,Month-to-month,DSL,601.25,Yes,2_Medium,0.5311471868757002
0635-WKOLD,40,One year,DSL,2921.75,No,1_Low,0.12433220225601237
1000-AJSLD,1,Month-to-month,No,20.1,Yes,2_Medium,0.48012635736752074
2378-YIZKA,68,Two year,DSL,5607.75,No,1_Low,0.016993876065205703
9244-ZVAPM,1,Month-to-month,DSL,45.6,Yes,2_Medium,0.6545566058953023
0619-OLYUR,72,Two year,Fiber optic,8071.05,No,1_Low,0.16762333309601474
3186-BAXNB,1,Month-to-month,Fiber optic,91.7,Yes,3_High,0.7295024507139196
5377-NDTOU,71,Two year,DSL,6293.75,No,1_Low,0.0202044995109279
2995-YWTCD,19,Two year,No,467.7,No,1_Low,0.06116551751217264
6032-KRXXO,30,Month-to-month,Fiber optic,2755.35,Yes,3_High,0.8362974694276288
3976-HXHCE,72,Two year,No,1414.8,No,1_Low,0.0008695915258650055
7137-RYLPP,37,Month-to-month,Fiber optic,3171.15,Yes,3_High,0.8234012570671421
6865-JZNKO,30,Month-to-month,DSL,1530.6,No,1_Low,0.17163977756734378
7570-WELNY,68,Two year,Fiber optic,5711.05,No,1_Low,0.0552345404385919
9670-BPNXF,45,One year,DSL,2796.45,No,1_Low,0.042870350837107114
3453-RTHJQ,6,Month-to-month,Fiber optic,435.0,Yes,3_High,0.8551900203006091
9173-IVZVP,53,Two year,No,1146.05,No,1_Low,0.003964922990734792
2391-SOORI,4,Month-to-month,DSL,219.65,Yes,2_Medium,0.6101387589393502
4946-EDSEW,11,Month-to-month,No,180.3,No,1_Low,0.30742903821543355
2300-RQGOI,38,Two year,No,741.5,No,1_Low,0.010173818889942942
7029-RPUAV,17,Month-to-month,Fiber optic,1622.45,Yes,3_High,0.8507902245036916
8822-KNBHV,48,One year,DSL,3887.85,No,1_Low,0.15240110144479188
9497-QCMMS,1,Month-to-month,Fiber optic,93.55,Yes,3_High,0.9385940899038215
6985-HAYWX,26,Month-to-month,Fiber optic,2015.8,Yes,2_Medium,0.5391970325716341
9734-YWGEX,9,Month-to-month,Fiber optic,923.5,Yes,3_High,0.8249661462984718
8937-RDTHP,1,Month-to-month,Fiber optic,84.6,Yes,3_High,0.7604176332037746
9086-YJYXS,34,One year,DSL,2753.8,No,1_Low,0.35308079454427826
8496-DMZUK,30,One year,Fiber optic,2820.65,No,1_Low,0.2965539412343763
8344-WFMFH,9,Month-to-month,DSL,484.05,Yes,2_Medium,0.6555317009824592
2595-KIWPV,27,Two year,No,509.3,No,1_Low,0.02462235648600618
3346-BRMIS,18,Month-to-month,DSL,810.7,Yes,3_High,0.7528947031774262
6576-FBXOJ,17,One year,DSL,934.8,Yes,2_Medium,0.4171879235823786
1845-CSBRZ,22,Month-to-month,Fiber optic,1961.6,Yes,3_High,0.7984966781426752
2565-JSLRY,1,Month-to-month,No,24.05,Yes,2_Medium,0.5345565766352408
4825-XJGDM,61,One year,DSL,2696.55,No,1_Low,0.011446530320531416
3696-XRIEN,50,One year,DSL,4179.1,No,1_Low,0.12516835662946185
0365-TRTPY,37,Month-to-month,Fiber optic,3382.3,No,1_Low,0.3787186589163556
7576-JMYWV,46,Month-to-month,Fiber optic,4972.1,Yes,2_Medium,0.6532480814663819
5716-EZXZN,65,Two year,Fiber optic,6416.7,No,1_Low,0.08967145751730757
7404-JLKQG,3,Month-to-month,DSL,161.45,Yes,3_High,0.7157501493110332
7169-YWAMK,72,Two year,DSL,4855.35,No,1_Low,0.005839472161692979
6202-JVYEU,9,One year,No,164.6,No,1_Low,0.29570692741425025
3572-UOLYZ,46,Month-to-month,Fiber optic,3958.85,Yes,2_Medium,0.4469672194233164
6198-ZFIOJ,5,Month-to-month,Fiber optic,402.5,Yes,3_High,0.8592464304730423
0122-OAHPZ,7,Month-to-month,Fiber optic,511.25,Yes,3_High,0.875226565074005
6116-RFVHN,34,Month-to-month,Fiber optic,3414.65,Yes,3_High,0.8403336321977292
4871-JTKJF,1,Month-to-month,Fiber optic,69.65,Yes,3_High,0.8937644776031359
7639-SUPCW,22,Month-to-month,DSL,1054.6,No,1_Low,0.31256733578104867
9122-UMROB,1,Month-to-month,No,20.3,Yes,2_Medium,0.41666347509104174
3982-JGSFD,36,One year,No,695.85,No,1_Low,0.04074225198228202
5515-AKOAJ,54,Month-to-month,Fiber optic,5440.9,Yes,3_High,0.7234042088008757
5118-MUEYH,48,Month-to-month,Fiber optic,5083.55,Yes,2_Medium,0.595725931303917
3191-CSNMG,3,Month-to-month,Fiber optic,239.45,Yes,3_High,0.8974354821921839
2519-ERQOJ,33,Month-to-month,DSL,1803.7,Yes,2_Medium,0.5055757873581919
7322-OCWHC,72,Two year,Fiber optic,6735.05,No,1_Low,0.04215546843094508
7743-EXURX,8,Month-to-month,DSL,415.05,Yes,2_Medium,0.6879316639151317
1814-DKOLC,5,Month-to-month,No,134.75,Yes,2_Medium,0.4050809016118006
1066-JKSGK,1,Month-to-month,No,20.15,Yes,2_Medium,0.4161366508863293
8129-GMVGI,56,Two year,No,1090.1,No,1_Low,0.002946888901812601
1096-ADRUX,66,One year,Fiber optic,4859.25,No,1_Low,0.23083104166054216
7176-WIONM,12,Month-to-month,DSL,617.15,Yes,3_High,0.7025328298302514
1640-PLFMP,1,Month-to-month,Fiber optic,70.25,Yes,3_High,0.8758567648370083
2609-IAICY,1,Month-to-month,Fiber optic,77.15,Yes,3_High,0.901533912428315
2672-OJQZP,1,Month-to-month,DSL,44.75,Yes,2_Medium,0.6471951283243207
4672-FOTSD,12,Month-to-month,DSL,832.3,Yes,2_Medium,0.40510574899372637
2466-NEJOJ,8,Month-to-month,No,169.75,No,1_Low,0.309252829318871
1334-FJSVR,1,Month-to-month,DSL,24.25,Yes,3_High,0.8581000601547933
0022-TCJCI,45,One year,DSL,2791.5,No,1_Low,0.08824493064810231
3473-XIIIT,16,Month-to-month,Fiber optic,1534.75,Yes,3_High,0.8536834361679374
6380-ARCEH,1,Month-to-month,No,20.2,Yes,2_Medium,0.41631223772983317
0057-QBUQH,43,Two year,No,1070.15,No,1_Low,0.022139911896523368
7817-BOQPW,2,Month-to-month,Fiber optic,166.3,Yes,3_High,0.8971813810407939
8058-JMEQO,9,Month-to-month,Fiber optic,762.5,Yes,3_High,0.904255566188769
5472-CVMDX,68,Two year,DSL,2719.2,No,1_Low,0.003492777400213141
5261-QSHQM,4,Month-to-month,DSL,86.6,Yes,3_High,0.8281146513738475
8898-KASCD,39,One year,DSL,1309.15,No,1_Low,0.07160181336566095
4701-MLJPN,31,Month-to-month,DSL,1715.65,No,1_Low,0.2819150881321421
3795-GWTRD,63,Two year,DSL,4707.85,No,1_Low,0.010133883707479953
3590-TCXTB,1,Month-to-month,No,20.35,Yes,2_Medium,0.41683912552471347
9804-ICWBG,1,Month-to-month,Fiber optic,69.9,Yes,3_High,0.8774843019863443
0835-JKADZ,71,Two year,Fiber optic,7984.15,No,1_Low,0.2775278363326745
9050-QLROH,18,Month-to-month,Fiber optic,1597.25,Yes,3_High,0.7874188660258439
0285-INHLN,27,Month-to-month,DSL,1510.3,No,1_Low,0.2283997731588961
6738-ISCBM,44,One year,DSL,2440.25,No,1_Low,0.22900446522106346
3523-BRGUW,26,One year,No,504.2,No,1_Low,0.07321062036532032
7802-EFKNY,5,Month-to-month,DSL,100.4,Yes,3_High,0.8081678321807557
2774-LVQUS,15,Month-to-month,Fiber optic,1258.3,Yes,3_High,0.7421919144050956
3097-NNSPB,2,Month-to-month,DSL,91.1,Yes,2_Medium,0.6069277279368186
9220-ZNKJI,55,Two year,Fiber optic,4805.3,No,1_Low,0.0976621081574998
0322-YINQP,1,Month-to-month,DSL,48.55,Yes,2_Medium,0.5822673643158868
8963-MQVYN,22,Month-to-month,No,469.85,No,1_Low,0.2592672983791407
7180-PISOG,1,Month-to-month,Fiber optic,74.5,Yes,3_High,0.9025430999151915
3761-FLYZI,65,Month-to-month,Fiber optic,7082.45,Yes,2_Medium,0.6968844497581137
3296-SILRA,1,Month-to-month,Fiber optic,76.4,Yes,3_High,0.7883249604210668
1956-YIFGE,22,One year,Fiber optic,2090.25,Yes,2_Medium,0.5874013100732253
9258-CNWAC,71,Two year,Fiber optic,8166.8,No,1_Low,0.11561758856582238
8752-STIVR,4,Month-to-month,Fiber optic,303.15,Yes,3_High,0.8883101736719698
1074-AMIOH,53,Month-to-month,Fiber optic,5935.1,Yes,2_Medium,0.5459265580592212
8490-BXHEO,18,Month-to-month,Fiber optic,1411.65,Yes,3_High,0.7467692885941076
6994-KERXL,4,Month-to-month,DSL,238.5,Yes,3_High,0.7815881038716539
3536-IQCTX,32,Month-to-month,Fiber optic,2661.1,Yes,3_High,0.7747043487978199
4510-HIMLV,1,Month-to-month,Fiber optic,69.8,Yes,3_High,0.877328842759238
2729-VNVAP,33,Two year,No,641.35,No,1_Low,0.014777713923843654
8999-XXGNS,72,One year,Fiber optic,7629.85,Yes,2_Medium,0.5091761560435881
7663-CUXZB,59,Two year,Fiber optic,6561.25,No,1_Low,0.1451268084372878
5307-UVGNB,53,Month-to-month,DSL,2495.2,No,1_Low,0.08351955446139575
3571-RFHAR,65,Month-to-month,Fiber optic,6941.2,Yes,2_Medium,0.6133470711478101
3012-VFFMN,7,Month-to-month,No,158.95,No,1_Low,0.32452983540817115
6579-JPICP,1,Month-to-month,No,20.4,Yes,2_Medium,0.4170147970710398
8019-ENHXU,42,Month-to-month,Fiber optic,4138.05,Yes,2_Medium,0.5634844378332546
5357-TZHPP,9,Month-to-month,Fiber optic,732.5,Yes,3_High,0.8649265993017318
1309-XGFSN,52,One year,DSL,4079.55,No,1_Low,0.3253683495446584
2786-GCDPI,50,Month-to-month,Fiber optic,5222.35,Yes,3_High,0.7595145833231225
1925-GMVBW,5,Month-to-month,No,96.1,No,1_Low,0.34564213060938287
8393-JMVMB,1,Month-to-month,No,19.45,Yes,2_Medium,0.41368068861697405
8780-RSYYU,25,Month-to-month,No,532.1,No,1_Low,0.14387485769834876
2530-ENDWQ,71,Two year,Fiber optic,6585.35,No,1_Low,0.21669888612720029
2446-ZKVAF,18,Month-to-month,DSL,1074.65,Yes,2_Medium,0.4194683423578359
5366-IJEQJ,20,Month-to-month,Fiber optic,1761.45,Yes,3_High,0.8503366241588468
8327-LZKAS,43,One year,Fiber optic,4533.9,Yes,2_Medium,0.6547085324571157
1925-LFCZZ,55,One year,DSL,2743.45,No,1_Low,0.15944774573083276
2187-PKZAY,12,Month-to-month,Fiber optic,1043.4,Yes,3_High,0.7895407873655446
1696-HXOWK,71,One year,Fiber optic,6856.95,No,1_Low,0.21657488268996472
7883-ROJOC,19,Month-to-month,DSL,839.65,No,1_Low,0.38537542973683475
0263-FJTQO,50,Two year,DSL,3486.65,No,1_Low,0.03844710718994498
6015-VVHHE,5,Month-to-month,Fiber optic,446.05,Yes,3_High,0.8905466236514515
8221-EQDGL,35,Month-to-month,DSL,2130.45,No,1_Low,0.11604408463109198
1087-GRUYI,38,Two year,No,743.5,No,1_Low,0.008869069720395585
2458-EOMRE,11,Month-to-month,DSL,733.95,No,1_Low,0.3801652208919184
3889-VWBID,68,Two year,DSL,5776.45,No,1_Low,0.01728637847289335
6629-LADHQ,2,Month-to-month,DSL,123.05,Yes,2_Medium,0.5124617584320694
4958-GZWIY,7,Month-to-month,DSL,340.25,Yes,2_Medium,0.6302769088499327
9971-ZWPBF,34,Month-to-month,Fiber optic,3625.2,Yes,3_High,0.7545292955835279
5044-LRQAQ,7,Month-to-month,Fiber optic,477.55,Yes,3_High,0.7591749892273919
0487-CRLZF,49,Two year,DSL,3721.9,No,1_Low,0.05249397034870284
1357-BIJKI,50,One year,Fiber optic,4858.7,Yes,2_Medium,0.6140060166810379
3027-YNWZU,64,Two year,No,1584.8,No,1_Low,0.002328587712008991
9053-EJUNL,41,Month-to-month,Fiber optic,3645.75,Yes,3_High,0.7358135227489069
7219-TLZHO,4,Month-to-month,No,62.9,No,1_Low,0.3677173190312199
0667-NSRGI,48,One year,DSL,3435.6,No,1_Low,0.11808387997642404
3891-NLXJB,37,Two year,DSL,1390.85,No,1_Low,0.02181102062621658
2955-BJZHG,17,Month-to-month,Fiber optic,1400.85,Yes,3_High,0.8193043533441239
6542-LWGXJ,3,Month-to-month,DSL,78.25,Yes,3_High,0.7197457732864716
4813-HQMGZ,8,Month-to-month,Fiber optic,743.75,Yes,3_High,0.810284203245972
1597-LHYNC,26,Month-to-month,Fiber optic,2497.2,Yes,3_High,0.7394423475137307
4039-HEUNW,36,Month-to-month,Fiber optic,3436.1,Yes,3_High,0.8140293869798768
5575-TPIZQ,46,Month-to-month,Fiber optic,4245.55,Yes,2_Medium,0.6063518978271252
8434-PNQZX,42,Two year,DSL,3373.4,No,1_Low,0.09619963764745772
3413-DHLPB,60,Month-to-month,Fiber optic,5969.95,Yes,2_Medium,0.4994879625771152
5028-HTLJB,1,Month-to-month,No,20.05,Yes,2_Medium,0.4612255790371888
0303-UNCIP,41,One year,DSL,2531.8,No,1_Low,0.17494809846592185
3338-CVVEH,12,Month-to-month,Fiber optic,1173.55,Yes,3_High,0.8883580281311292
9097-ZUBYC,14,Month-to-month,DSL,664.4,No,1_Low,0.30144159376713126
7103-ZGVNT,69,One year,DSL,4885.85,No,1_Low,0.027168229338522077
4441-NIHPT,13,Month-to-month,Fiber optic,940.35,Yes,3_High,0.8172900110339618
9809-IMGCQ,22,Month-to-month,Fiber optic,2082.95,Yes,3_High,0.9088623600761777
2533-QVMSK,61,Two year,Fiber optic,5638.3,No,1_Low,0.1609317885164543
2860-RANUS,20,Month-to-month,Fiber optic,1727.5,Yes,3_High,0.8291042143923413
